time,tasmax_day_HadGEM2-ES_rcp45,tasmin_day_HadGEM2-ES_rcp45,relhumid-max_day_HadGEM2-ES_rcp45,relhumid-min_day_HadGEM2-ES_rcp45
2006-10-03 00:00:00+00:00,297.0030212,286.1203003,82.1600647,37.49904251
2006-10-04 00:00:00+00:00,300.0568237,286.971283,83.70972443,33.28609848
2006-10-05 00:00:00+00:00,303.7848816,288.8882141,73.58140564,25.8162384
2006-10-06 00:00:00+00:00,305.0959778,288.6588745,64.29415894,20.83664131
2006-10-07 00:00:00+00:00,305.0852051,288.6502686,53.95124817,17.51305962
2006-10-08 00:00:00+00:00,306.0988159,288.5996399,45.31624603,12.90739346
2006-10-09 00:00:00+00:00,305.6497803,289.3405151,51.32067871,16.74119568
2006-10-10 00:00:00+00:00,304.0466003,287.2182922,67.63309479,20.72492599
2006-10-11 00:00:00+00:00,298.7904358,286.452179,76.74717712,32.9625206
2006-10-12 00:00:00+00:00,295.046936,285.5715637,78.24958038,40.1145668
2006-10-13 00:00:00+00:00,295.9381104,283.9616699,89.62767792,38.57095718
2006-10-14 00:00:00+00:00,297.6943359,285.5539856,90.91962433,40.40887451
2006-10-15 00:00:00+00:00,297.6573792,285.8212585,88.03470612,38.40377808
2006-10-16 00:00:00+00:00,295.77771,285.2080383,83.4026413,38.41159439
2006-10-17 00:00:00+00:00,295.7177124,283.699707,73.88160706,29.50365829
2006-10-18 00:00:00+00:00,297.9256897,281.2000427,45.81455231,14.38991356
2006-10-19 00:00:00+00:00,299.3901672,281.2071533,44.12260818,14.02814484
2006-10-20 00:00:00+00:00,301.2283325,282.2992554,50.74916077,14.1077261
2006-10-21 00:00:00+00:00,301.4541931,284.1107178,49.15147781,14.08813572
2006-10-22 00:00:00+00:00,302.6933289,284.6610718,42.01366425,11.56754398
2006-10-23 00:00:00+00:00,301.9565735,283.8916931,41.81613159,12.27031517
2006-10-24 00:00:00+00:00,300.6192322,283.2345581,53.36590195,16.42174721
2006-10-25 00:00:00+00:00,298.3572388,283.8997192,61.3968811,22.92727089
2006-10-26 00:00:00+00:00,293.1477051,280.1677246,35.55209732,15.78828907
2006-10-27 00:00:00+00:00,288.4680176,275.9124451,26.23591805,9.629918098
